,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,ConnectivitySMILES,SMILES,HitFreq,Include
14162,64014919,2,2,271.36,2.2,C1CCN(C(C1)CCN)C(=O)C2=CC3=CC=CC=C3N2,C1CCN(C(C1)CCN)C(=O)C2=CC3=CC=CC=C3N2,4,1
14163,64015200,2,2,285.4,2.3,CC1CCN(CC1N)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,CC1CCN(CC1N)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,4,1
14164,64020034,2,2,271.36,2.1,CC1CCC(CN1C(=O)C2=CC3=CC=CC=C3N2)CN,CC1CCC(CN1C(=O)C2=CC3=CC=CC=C3N2)CN,4,1
14165,64022452,2,2,271.36,2.2,CC1CCCN(C1CN)C(=O)C2=CC3=CC=CC=C3N2,CC1CCCN(C1CN)C(=O)C2=CC3=CC=CC=C3N2,5,1
14166,64024007,2,2,271.36,2.4,C1CN(CCC1CCN)C(=O)C2=CC3=CC=CC=C3N2,C1CN(CCC1CCN)C(=O)C2=CC3=CC=CC=C3N2,4,1
14167,64024098,2,2,285.4,2.9,CNCCC1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CNCCC1CCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,4,1
14168,64028035,2,2,271.36,2.2,CC1CCCC(N1C(=O)C2=CC3=CC=CC=C3N2)CN,CC1CCCC(N1C(=O)C2=CC3=CC=CC=C3N2)CN,5,1
14169,64028129,2,2,271.36,2.0,C1CC(CN(C1)C(=O)C2=CC3=CC=CC=C3N2)CCN,C1CC(CN(C1)C(=O)C2=CC3=CC=CC=C3N2)CCN,4,1
14170,64028204,2,2,271.36,2.1,CC(C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2)N,CC(C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2)N,4,1
14171,64029443,2,2,285.4,2.7,CNCCC1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,CNCCC1CCCCN1C(=O)C2=CC3=CC=CC=C3N2,5,1
14172,64066071,1,1,256.34,3.9,CC1(CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2)C,CC1(CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2)C,4,1
14173,64068266,2,2,271.36,2.8,CC1(CCCN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)N)C,CC1(CCCN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)N)C,1,1
14174,64070619,2,2,271.36,2.8,CC1(CCCN(C1)C(=O)C2=CC3=C(N2)C(=CC=C3)N)C,CC1(CCCN(C1)C(=O)C2=CC3=C(N2)C(=CC=C3)N)C,1,1
14175,64082053,2,2,231.29,1.8,CNCCN(C)C(=O)C1=CC2=CC=CC=C2N1,CNCCN(C)C(=O)C1=CC2=CC=CC=C2N1,4,1
14176,64113356,2,1,256.34,4.3,CC(C1CCCC1)NC(=O)C2=CC3=CC=CC=C3N2,CC(C1CCCC1)NC(=O)C2=CC3=CC=CC=C3N2,2,1
14177,64161483,1,1,256.34,3.5,CC1CCCCCN1C(=O)C2=CC3=CC=CC=C3N2,CC1CCCCCN1C(=O)C2=CC3=CC=CC=C3N2,2,1
14178,64176324,3,2,245.32,2.5,CC(C)C(CNC(=O)C1=CC2=CC=CC=C2N1)N,CC(C)C(CNC(=O)C1=CC2=CC=CC=C2N1)N,2,1
14179,64177014,3,2,257.29,1.1,C1CC(=O)NC1CNC(=O)C2=CC3=CC=CC=C3N2,C1CC(=O)NC1CNC(=O)C2=CC3=CC=CC=C3N2,1,1
14180,64202084,1,1,284.4,4.7,CC(C)C1CCCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CC(C)C1CCCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,1,1
14183,64364686,1,1,270.37,4.4,CCC1CCCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,CCC1CCCN(CC1)C(=O)C2=CC3=CC=CC=C3N2,1,1
14184,64399075,3,2,285.4,3.4,CC1(CCC(CC1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N)C,CC1(CCC(CC1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N)C,1,1
14185,64459903,2,1,240.3,3.6,C1CC(CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,C1CC(CC=C1)NC(=O)C2=CC3=CC=CC=C3N2,4,1
14186,64597847,2,1,244.33,4.2,CC(C)C(C)CNC(=O)C1=CC2=CC=CC=C2N1,CC(C)C(C)CNC(=O)C1=CC2=CC=CC=C2N1,1,1
14187,64654464,3,3,286.33,0.6,CN1CC(CCC1=O)NC(=O)C2=CC3=C(N2)C(=CC=C3)N,CN1CC(CCC1=O)NC(=O)C2=CC3=C(N2)C(=CC=C3)N,2,1
14188,64654873,3,3,286.33,0.6,CN1CC(CCC1=O)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,CN1CC(CCC1=O)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,2,1
14189,64667249,2,2,271.31,1.3,CN1CC(CCC1=O)NC(=O)C2=CC3=CC=CC=C3N2,CN1CC(CCC1=O)NC(=O)C2=CC3=CC=CC=C3N2,5,1
14190,64682976,2,3,272.3,0.5,CN1CCN(CC1=O)C(=O)C2=CC3=C(N2)C(=CC=C3)N,CN1CCN(CC1=O)C(=O)C2=CC3=C(N2)C(=CC=C3)N,2,1
14191,64682978,2,3,272.3,0.5,CN1CCN(CC1=O)C(=O)C2=CC3=C(N2)C=CC(=C3)N,CN1CCN(CC1=O)C(=O)C2=CC3=C(N2)C=CC(=C3)N,2,1
14192,64694144,1,2,285.34,1.6,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(C(=O)C3)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(C(=O)C3)C)C,5,1
14193,64694349,1,2,257.29,1.1,CN1CCN(CC1=O)C(=O)C2=CC3=CC=CC=C3N2,CN1CCN(CC1=O)C(=O)C2=CC3=CC=CC=C3N2,4,1
14194,64695172,2,1,278.3,4.0,CCC1=CC=CC=C1CNC(=O)C2=CC3=CC=CC=C3N2,CCC1=CC=CC=C1CNC(=O)C2=CC3=CC=CC=C3N2,4,1
14195,64724771,2,1,270.37,4.7,CC1CC(CC(C1)NC(=O)C2=CC3=CC=CC=C3N2)C,CC1CC(CC(C1)NC(=O)C2=CC3=CC=CC=C3N2)C,4,1
14196,64733222,3,2,285.4,3.7,CC1CC(CC(C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N)C,CC1CC(CC(C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N)C,3,1
14197,64738705,3,2,285.4,3.5,CC1CCC(CC1C)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,CC1CCC(CC1C)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,1,1
14198,64741036,2,1,270.37,4.4,CCC1CCCC(C1)NC(=O)C2=CC3=CC=CC=C3N2,CCC1CCCC(C1)NC(=O)C2=CC3=CC=CC=C3N2,4,1
14199,64742784,2,1,270.37,4.2,CC1CCC(CC1C)NC(=O)C2=CC3=CC=CC=C3N2,CC1CCC(CC1C)NC(=O)C2=CC3=CC=CC=C3N2,4,1
14200,64747409,3,2,285.4,3.8,CCC1CCCC(C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,CCC1CCCC(C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,2,1
14201,64750162,3,2,285.4,3.8,CCC1CCCC(C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)N,CCC1CCCC(C1)NC(=O)C2=CC3=C(N2)C(=CC=C3)N,1,1
14202,64895441,3,2,265.31,2.6,C1=CC=C2C(=C1)C=C(N2)C(=O)NC3=CC=CC=C3CN,C1=CC=C2C(=C1)C=C(N2)C(=O)NC3=CC=CC=C3CN,2,1
14203,64978453,2,2,285.4,3.1,CCC1CNC(CN1C(=O)C2=CC3=CC=CC=C3N2)CC,CCC1CNC(CN1C(=O)C2=CC3=CC=CC=C3N2)CC,5,1
14204,64979502,2,2,257.33,2.1,CC1CNC(CN1C(=O)C2=CC3=CC=CC=C3N2)C,CC1CNC(CN1C(=O)C2=CC3=CC=CC=C3N2)C,5,0
14205,64979554,2,2,285.4,2.5,CC1CNC(CN1C(=O)C2=CC3=C(C=C2)NC(=C3C)C)C,CC1CNC(CN1C(=O)C2=CC3=C(C=C2)NC(=C3C)C)C,5,1
14206,64980076,1,3,269.34,2.2,CC1CNC(CN1C(=O)C2=NC3=CC=CC=C3C=C2)C,CC1CNC(CN1C(=O)C2=NC3=CC=CC=C3C=C2)C,1,1
14207,65188960,3,2,243.3,1.9,C1CC1C(CN)NC(=O)C2=CC3=CC=CC=C3N2,C1CC1C(CN)NC(=O)C2=CC3=CC=CC=C3N2,1,1
14208,65191094,3,2,245.32,2.4,CCCC(CN)NC(=O)C1=CC2=CC=CC=C2N1,CCCC(CN)NC(=O)C1=CC2=CC=CC=C2N1,4,1
14209,65191236,3,2,245.32,2.5,CC(C)C(CN)NC(=O)C1=CC2=CC=CC=C2N1,CC(C)C(CN)NC(=O)C1=CC2=CC=CC=C2N1,2,1
14210,65193459,3,2,231.29,2.1,CCC(CN)NC(=O)C1=CC2=CC=CC=C2N1,CCC(CN)NC(=O)C1=CC2=CC=CC=C2N1,4,1
14211,65282307,1,1,270.37,4.3,CC1(CCCN(CC1)C(=O)C2=CC3=CC=CC=C3N2)C,CC1(CCCN(CC1)C(=O)C2=CC3=CC=CC=C3N2)C,1,1
14212,65319336,2,2,283.37,2.8,C1CC2CCCN(C2C1)C(=O)C3=CC4=C(N3)C=CC(=C4)N,C1CC2CCCN(C2C1)C(=O)C3=CC4=C(N3)C=CC(=C4)N,1,1
14213,65324878,1,1,268.35,3.5,C1CC2CCCN(C2C1)C(=O)C3=CC4=CC=CC=C4N3,C1CC2CCCN(C2C1)C(=O)C3=CC4=CC=CC=C4N3,2,1
14214,65418753,2,2,271.36,2.1,CC1CN(CCN1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,CC1CN(CCN1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,5,1
14215,65462933,2,2,257.33,1.8,CC1(CNCCN1C(=O)C2=CC3=CC=CC=C3N2)C,CC1(CNCCN1C(=O)C2=CC3=CC=CC=C3N2)C,4,1
14216,65502180,3,2,273.37,3.6,CCC(C)CC(C)NC(=O)C1=CC2=C(N1)C=CC(=C2)N,CCC(C)CC(C)NC(=O)C1=CC2=C(N1)C=CC(=C2)N,1,1
14217,65517425,2,1,258.36,4.7,CCC(C)CC(C)NC(=O)C1=CC2=CC=CC=C2N1,CCC(C)CC(C)NC(=O)C1=CC2=CC=CC=C2N1,4,1
14218,65589155,2,1,270.37,4.4,CC1CCCCCC1NC(=O)C2=CC3=CC=CC=C3N2,CC1CCCCCC1NC(=O)C2=CC3=CC=CC=C3N2,1,1
14219,65629594,3,3,272.3,0.2,C1CN(C(CN1)C(=O)N)C(=O)C2=CC3=CC=CC=C3N2,C1CN(C(CN1)C(=O)N)C(=O)C2=CC3=CC=CC=C3N2,4,1
14220,65658285,1,1,256.34,3.6,CC1CCC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C,CC1CCC(N(C1)C(=O)C2=CC3=CC=CC=C3N2)C,4,1
14221,65666075,2,2,271.36,2.9,CC1CCC(N(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)N)C,CC1CCC(N(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)N)C,2,1
14222,65666277,2,2,271.36,2.9,CC1CCC(N(C1)C(=O)C2=CC3=C(N2)C(=CC=C3)N)C,CC1CCC(N(C1)C(=O)C2=CC3=C(N2)C(=CC=C3)N)C,1,1
14223,65701649,3,2,255.31,2.6,C1CC(CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,C1CC(CC=C1)NC(=O)C2=CC3=C(N2)C=CC(=C3)N,1,1
14224,65821587,3,3,286.33,0.6,CNC(=O)C1CNCCN1C(=O)C2=CC3=CC=CC=C3N2,CNC(=O)C1CNCCN1C(=O)C2=CC3=CC=CC=C3N2,4,1
14225,65828593,2,2,285.4,2.6,CN(C1CCCCC1CN)C(=O)C2=CC3=CC=CC=C3N2,CN(C1CCCCC1CN)C(=O)C2=CC3=CC=CC=C3N2,4,1
14226,65829271,2,2,285.4,2.4,CCN(C1CCCC1CN)C(=O)C2=CC3=CC=CC=C3N2,CCN(C1CCCC1CN)C(=O)C2=CC3=CC=CC=C3N2,1,1
14227,65848877,3,2,271.36,3.0,C1CCC(C(C1)CN)NC(=O)C2=CC3=CC=CC=C3N2,C1CCC(C(C1)CN)NC(=O)C2=CC3=CC=CC=C3N2,4,1
14228,65850903,2,2,271.36,2.1,CN(C1CCCC1CN)C(=O)C2=CC3=CC=CC=C3N2,CN(C1CCCC1CN)C(=O)C2=CC3=CC=CC=C3N2,1,1
14229,65953902,3,3,271.27,0.9,C1CC(=O)NC(=O)C1NC(=O)C2=CC3=CC=CC=C3N2,C1CC(=O)NC(=O)C1NC(=O)C2=CC3=CC=CC=C3N2,2,1
14230,65957207,2,3,286.37,1.8,CN(C)C1CCCN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)N,CN(C)C1CCCN(C1)C(=O)C2=CC3=C(N2)C=CC(=C3)N,2,1
14231,65958074,2,3,286.37,1.8,CN(C)C1CCCN(C1)C(=O)C2=CC3=C(N2)C(=CC=C3)N,CN(C)C1CCCN(C1)C(=O)C2=CC3=C(N2)C(=CC=C3)N,2,1
14232,65963486,2,3,285.3,1.1,CN1C(=O)CCC(C1=O)NC(=O)C2=CC3=CC=CC=C3N2,CN1C(=O)CCC(C1=O)NC(=O)C2=CC3=CC=CC=C3N2,4,1
14233,66061869,3,4,286.29,0.5,CC1C(=O)NC(=O)CN1C(=O)C2=CC3=C(N2)C=CC(=C3)N,CC1C(=O)NC(=O)CN1C(=O)C2=CC3=C(N2)C=CC(=C3)N,1,1
14234,66063097,2,3,271.27,1.2,CC1C(=O)NC(=O)CN1C(=O)C2=CC3=CC=CC=C3N2,CC1C(=O)NC(=O)CN1C(=O)C2=CC3=CC=CC=C3N2,4,1
14235,66063625,3,4,286.29,0.5,CC1C(=O)NC(=O)CN1C(=O)C2=CC3=C(N2)C(=CC=C3)N,CC1C(=O)NC(=O)CN1C(=O)C2=CC3=C(N2)C(=CC=C3)N,1,1
14236,66069474,2,3,285.3,1.7,CCC1C(=O)NC(=O)CN1C(=O)C2=CC3=CC=CC=C3N2,CCC1C(=O)NC(=O)CN1C(=O)C2=CC3=CC=CC=C3N2,4,1
14237,66075341,2,3,285.3,1.4,CC1(C(=O)NC(=O)CN1C(=O)C2=CC3=CC=CC=C3N2)C,CC1(C(=O)NC(=O)CN1C(=O)C2=CC3=CC=CC=C3N2)C,4,1
14238,66083271,3,4,272.26,0.1,C1C(=O)NC(=O)CN1C(=O)C2=CC3=C(N2)C=CC(=C3)N,C1C(=O)NC(=O)CN1C(=O)C2=CC3=C(N2)C=CC(=C3)N,1,1
14239,66183963,2,2,257.33,2.5,CCCN(C1CNC1)C(=O)C2=CC3=CC=CC=C3N2,CCCN(C1CNC1)C(=O)C2=CC3=CC=CC=C3N2,2,1
14240,66184456,2,2,243.3,2.0,CCN(C1CNC1)C(=O)C2=CC3=CC=CC=C3N2,CCN(C1CNC1)C(=O)C2=CC3=CC=CC=C3N2,2,1
14241,66188485,2,2,229.28,1.7,CN(C1CNC1)C(=O)C2=CC3=CC=CC=C3N2,CN(C1CNC1)C(=O)C2=CC3=CC=CC=C3N2,1,1
14242,66203109,2,3,284.36,1.5,C1CN(CCN1C2CNC2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1C2CNC2)C(=O)C3=CC4=CC=CC=C4N3,4,1
14243,66203210,2,3,284.36,1.5,C1CN(CCN1)C2CN(C2)C(=O)C3=CC4=CC=CC=C4N3,C1CN(CCN1)C2CN(C2)C(=O)C3=CC4=CC=CC=C4N3,4,1
14244,66573577,1,3,343.4,2.9,CC1=C2C(=CC=C1)C=C(N2)C(=O)N3CCN(CC3)C(=O)OC(C)(C)C,CC1=C2C(=CC=C1)C=C(N2)C(=O)N3CCN(CC3)C(=O)OC(C)(C)C,3,1
14245,69936846,2,2,349.4,3.5,CC(C)C(C1=CC=C(C=C1)C(=O)N)NC(=O)C2=CC3=CC=CC=C3N2C,CC(C)C(C1=CC=C(C=C1)C(=O)N)NC(=O)C2=CC3=CC=CC=C3N2C,1,1
14246,70698493,2,2,323.4,2.7,CC1C(=O)N2C(CC3=C(C2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,C[C@@H]1C(=O)N2[C@@H](CC3=C([C@@H]2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,4,0
14247,70698494,2,2,323.4,2.7,CC1C(=O)N2C(CC3=C(C2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,C[C@H]1C(=O)N2[C@@H](CC3=C([C@@H]2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,4,0
14248,70698495,2,2,323.4,2.7,CC1C(=O)N2C(CC3=C(C2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,C[C@@H]1C(=O)N2[C@H](CC3=C([C@H]2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,4,0
14249,70698496,2,2,323.4,2.7,CC1C(=O)N2C(CC3=C(C2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,C[C@H]1C(=O)N2[C@H](CC3=C([C@@H]2C=C(C)C)NC4=CC=CC=C34)C(=O)N1,4,0
14250,70705120,3,3,374.4,3.2,CC1=C(NC2=CC=CC=C12)C(=O)N3CCC4(CC3)C(=O)NC5=CC=CC=C5N4,CC1=C(NC2=CC=CC=C12)C(=O)N3CCC4(CC3)C(=O)NC5=CC=CC=C5N4,4,1
14251,70706975,1,2,375.5,4.3,CCC1=C(NC2=CC=CC=C21)C(=O)N3CC(=O)N(CC3C)C4=CC=C(C=C4)C,CCC1=C(NC2=CC=CC=C21)C(=O)N3CC(=O)N(CC3C)C4=CC=C(C=C4)C,6,1
14252,70710968,1,3,382.5,1.7,CC1=C2C=C(N(C2=CC=C1)C)C(=O)N3CCC4C(C3)CCC(=O)N4CCNC,CC1=C2C=C(N(C2=CC=C1)C)C(=O)N3CC[C@@H]4[C@H](C3)CCC(=O)N4CCNC,1,1
14253,70733123,2,2,387.5,3.6,CC1=CC=C(C=C1)C2CN(CC2NC(=O)C3CC3)C(=O)C4=CC5=CC=CC=C5N4,CC1=CC=C(C=C1)[C@@H]2CN(C[C@H]2NC(=O)C3CC3)C(=O)C4=CC5=CC=CC=C5N4,1,1
14254,70736309,2,2,347.5,3.8,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CCNC(C3)C4=CC=CC=C4)C)C,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CCNC(C3)C4=CC=CC=C4)C)C,6,1
14255,70740425,2,2,361.4,3.7,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N3CCNC(=O)C3CC4=CC=CC=C4,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N3CCNC(=O)C3CC4=CC=CC=C4,6,1
14256,70743560,1,2,361.4,3.1,CC1=CC=CC=C1N2CCN(CC2=O)C(=O)CC3=C(NC4=CC=CC=C43)C,CC1=CC=CC=C1N2CCN(CC2=O)C(=O)CC3=C(NC4=CC=CC=C43)C,4,1
14257,70743804,1,3,368.4,1.2,CN(C)C(=O)CN1C2CCC(C1=O)CN(C2)C(=O)C3=CC4=CC=CC=C4N3,CN(C)C(=O)CN1[C@@H]2CC[C@H](C1=O)CN(C2)C(=O)C3=CC4=CC=CC=C4N3,1,1
14258,70751784,3,3,398.5,1.9,CC(CC1=C(NC2=CC=CC=C21)C(=O)N3CCC(CC3)CNC(=O)C)NC(=O)C,CC(CC1=C(NC2=CC=CC=C21)C(=O)N3CCC(CC3)CNC(=O)C)NC(=O)C,4,1
14259,70755846,2,2,327.4,3.2,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CCCCC3C(=O)NC)C)C,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CCCCC3C(=O)NC)C)C,4,1
14260,70757438,1,2,375.5,3.9,CC1CN(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC(=C3C)C)C4=CC=CC(=C4)C,CC1CN(C(=O)CN1C(=O)C2=CC3=C(C=C2)NC(=C3C)C)C4=CC=CC(=C4)C,6,0
14261,70761970,1,2,311.4,3.4,CCCN1CC2CCC1CN(C2)C(=O)C3=CC4=CC=CC=C4N3,CCCN1C[C@H]2CC[C@@H]1CN(C2)C(=O)C3=CC4=CC=CC=C4N3,1,1
14262,70762552,1,2,375.5,3.9,CC1CN(C(=O)CN1C(=O)C2=CC=CC3=C2NC(=C3C)C)C4=CC=C(C=C4)C,CC1CN(C(=O)CN1C(=O)C2=CC=CC3=C2NC(=C3C)C)C4=CC=C(C=C4)C,5,1
14263,70765590,1,3,373.4,3.3,CC1=CC=C(C=C1)C2CN(CC2NC(=O)C)C(=O)C3=NC4=CC=CC=C4C=C3,CC1=CC=C(C=C1)[C@@H]2CN(C[C@H]2NC(=O)C)C(=O)C3=NC4=CC=CC=C4C=C3,4,1
14264,70767382,1,2,367.5,4.0,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CCN(C(=O)C3)C4CCCCC4)C)C,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CCN(C(=O)C3)C4CCCCC4)C)C,4,1
14265,70777434,2,3,315.37,2.5,COC(=O)N1CCCCC(C1)NC(=O)C2=CC3=CC=CC=C3N2,COC(=O)N1CCCCC(C1)NC(=O)C2=CC3=CC=CC=C3N2,1,1
14266,70782060,1,2,347.4,3.5,CC1CN(C(=O)CN1C(=O)C2=CC3=CC=CC=C3N2)C4=CC=C(C=C4)C,CC1CN(C(=O)CN1C(=O)C2=CC3=CC=CC=C3N2)C4=CC=C(C=C4)C,6,1
14267,70782414,0,2,361.5,3.8,CC1=C2C(=CC=C1)C=C(N2C)C(=O)N(C)CC3CC4=CC=CC=C4CN3C,CC1=C2C(=CC=C1)C=C(N2C)C(=O)N(C)CC3CC4=CC=CC=C4CN3C,3,1
14268,70783168,2,2,361.4,3.4,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CC4=CC=CC=C4CC3C(=O)N)C)C,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)N3CC4=CC=CC=C4CC3C(=O)N)C)C,6,1
14269,70787695,1,2,361.5,4.1,CN(C)CC1=CC=C(C=C1)C2CCCCN2C(=O)C3=CC4=CC=CC=C4N3,CN(C)CC1=CC=C(C=C1)C2CCCCN2C(=O)C3=CC4=CC=CC=C4N3,6,1
14270,70788508,1,3,382.5,1.7,CC1=C(N(C2=CC=CC=C12)C)C(=O)N3CCC4C(C3)CCC(=O)N4CCNC,CC1=C(N(C2=CC=CC=C12)C)C(=O)N3CC[C@@H]4[C@H](C3)CCC(=O)N4CCNC,1,1
14271,71314480,2,1,315.4,4.8,CC(C1=CC=CC2=CC=CC=C21)NC(=O)C3=CC4=CC=CC=C4N3,C[C@@H](C1=CC=CC2=CC=CC=C21)N[13C](=O)C3=CC4=CC=CC=C4N3,5,0
14272,71353830,0,1,262.3,3.1,CN1C2=CC=CC=C2C3=C1C(=O)N(C4=CC=CC=C43)C,CN1C2=CC=CC=C2C3=C1C(=O)N(C4=CC=CC=C43)C,1,1
14273,71365897,2,2,305.3,2.6,CC(=O)N1C(C2=C(C(=O)N1)NC3=CC=CC=C32)C4=CC=CC=C4,CC(=O)N1C(C2=C(C(=O)N1)NC3=CC=CC=C32)C4=CC=CC=C4,1,1
14274,71366067,1,1,288.3,3.7,C=C1C2=C(CCN1C(=O)C3=CC=CC=C3)C4=CC=CC=C4N2,C=C1C2=C(CCN1C(=O)C3=CC=CC=C3)C4=CC=CC=C4N2,4,1
14275,71374615,1,1,214.26,2.2,CC1CN(C(=O)C2=C1C3=CC=CC=C3N2)C,CC1CN(C(=O)C2=C1C3=CC=CC=C3N2)C,1,1
14277,71483039,3,4,369.4,-0.2,CC(=O)N1CC2C3=C(CC(N2C(=O)C1CN)C(=O)NC)C4=CC=CC=C4N3,CC(=O)N1C[C@@H]2C3=C(C[C@H](N2C(=O)[C@H]1CN)C(=O)NC)C4=CC=CC=C4N3,1,1
14278,71506957,1,3,389.4,3.5,CC(C)(C)NC(=O)C(C1=CC=CC=C1)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,CC(C)(C)NC(=O)C(C1=CC=CC=C1)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,4,1
14279,71506958,1,3,403.5,3.9,CC1=CC=C(C=C1)C(C(=O)NC(C)(C)C)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,CC1=CC=C(C=C1)C(C(=O)NC(C)(C)C)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,4,1
14280,71506959,1,3,417.5,4.3,CCC1=CC=C(C=C1)C(C(=O)NC(C)(C)C)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,CCC1=CC=C(C=C1)C(C(=O)NC(C)(C)C)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,4,1
14281,71507038,1,3,439.5,4.8,CC(C)(C)NC(=O)C(C1=CC=CC2=CC=CC=C21)N3CC(=O)N4C5=CC=CC=C5C=C4C3=O,CC(C)(C)NC(=O)C(C1=CC=CC2=CC=CC=C21)N3CC(=O)N4C5=CC=CC=C5C=C4C3=O,3,1
14282,71507040,1,3,313.35,1.8,CC(C)(C)NC(=O)CN1CC(=O)N2C3=CC=CC=C3C=C2C1=O,CC(C)(C)NC(=O)CN1CC(=O)N2C3=CC=CC=C3C=C2C1=O,2,1
14283,71507191,1,3,367.4,2.9,CC(C)(C)NC(=O)C1(CCCC1)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,CC(C)(C)NC(=O)C1(CCCC1)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,1,1
14284,71507192,1,3,381.5,3.4,CC(C)(C)NC(=O)C1(CCCCC1)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,CC(C)(C)NC(=O)C1(CCCCC1)N2CC(=O)N3C4=CC=CC=C4C=C3C2=O,4,1
14285,71507194,1,3,327.4,2.2,CC1C(=O)N2C3=CC=CC=C3C=C2C(=O)N1CC(=O)NC(C)(C)C,CC1C(=O)N2C3=CC=CC=C3C=C2C(=O)N1CC(=O)NC(C)(C)C,4,1
14289,71564704,1,2,242.27,1.7,C1CN(CCC1=O)C(=O)C2=CC3=CC=CC=C3N2,C1CN(CCC1=O)C(=O)C2=CC3=CC=CC=C3N2,2,1
14290,71609601,4,3,313.35,1.6,C1CC(=CC(=O)NO)CCC1NC(=O)C2=CC3=CC=CC=C3N2,C1CC(=CC(=O)NO)CCC1NC(=O)C2=CC3=CC=CC=C3N2,2,1
14291,71684094,2,2,348.4,2.5,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC4=CC=CC=C4,C1CN(CCN1C(=O)C2=CC3=CC=CC=C3N2)C(=O)NC4=CC=CC=C4,4,1
14292,71701399,2,3,362.4,2.0,CN1C2=CC=CC=C2C=C1C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O,CN1C2=CC=CC=C2C=C1C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O,5,1
14293,71701873,2,4,406.4,1.8,COCCN1C2=CC=CC=C2C=C1C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O,COCCN1C2=CC=CC=C2C=C1C(=O)NCCN3C4=CC=CC=C4NC(=O)C3=O,1,1
