,smiles,dat,id
437,CCCn4c(=O)[nH]c3[nH]c(c2ccc(S(=O)(=O)Nc1ccccc1)cc2)nc3c4=O,352564,CHEMBL209366
438,Nc6nc(c1ccccc1)c5c(=O)c4ccc(N3CCN(CC2CC2)CC3)cc4c5n6,628923,CHEMBL1094547
439,CCCn4c(=O)n(CCC)c3[nH]c(c2ccc(OCC(=O)NCc1ccccc1)cc2)nc3c4=O,18809,CHEMBL275605
440,CN4CCN(CC(=O)Nc3cc(c1ccccn1)nc(c2cccs2)n3)CC4,441389,CHEMBL270136
441,Cc3c(C)c2c(N)nc(c1ccccc1)nc2n3c4ccccc4,156311,CHEMBL95101
442,Cn2c(/C=C/c1ccsc1)nc3n(C)c(=O)n(CC#C)c(=O)c23,228407,CHEMBL334873
443,OC[C@H]5OC(n3cnc4c(Nc1ccccc1)nc(N=NNC(=O)Nc2ccccc2)nc34)[C@H](O)[C@@H]5O,605524,CHEMBL606105
444,Nc3nc(N=NNC(=O)Nc1nccs1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,605493,CHEMBL604652
445,Nc3nc(N=NNC(=O)NCc1ccccc1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,605465,CHEMBL603174
446,COc4ccc(NC(=O)N=NNc3nc(N)c2ncn(C1O[C@H](CO)[C@@H](O)[C@H]1O)c2n3)cc4,605494,CHEMBL604653
447,OC[C@H]6O[C@@H](n4cnc5c(NCc1cccc2ccccc12)nc(NC3CCCC3)nc45)[C@H](O)[C@@H]6O,216033,CHEMBL446616
448,Nc3nc(N=NNC(=O)Nc1ccccc1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,605520,CHEMBL605895
449,Nc3nc(N=NNC(=O)NC1CCCCC1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,605478,CHEMBL603815
450,O=C(c1cccs1)c3nc(NCc2ccccc2)nc4ccsc34,428333,CHEMBL264433
451,Cc4nc(c2sc(NC(=O)Cc1ccccc1)nc2c3ccccc3)no4,688741,CHEMBL1222306
452,Cc3nn(c1cccc(N)c1)c4oc2ccccc2c(=O)c34,36043,CHEMBL286947
453,CC(O)(C#Cc3cn2nc(c1ccco1)nc2c(N)n3)c4ccncc4,303776,CHEMBL360136
454,Nc5nc(N3CCN2C[C@@H](COc1ccncc1)CC[C@H]2C3)nc6nc(c4ccco4)nn56,373103,CHEMBL375128
455,CN4CCN(CC(=O)Nc3cc(n1nc(C)cc1C)nc(c2ccccn2)n3)CC4,441817,CHEMBL409711
456,Nc4nc(c1ccco1)cc(c3ccc2OCOc2c3)c4C#N,489029,CHEMBL513320
457,Nc3nc(C#CCCC1CCCCC1)nc4n(C2O[C@H](CO)[C@@H](O)[C@H]2O)cnc34,606258,CHEMBL608298
458,CCCOC(=O)c2c(CCC)c(C(=O)SCC)c(CCOCc1ccccc1)nc2c3ccccc3,269864,CHEMBL163626
459,CCNC(=O)[C@H]4OC(n2cnc3c(NC(=O)Cc1ccc(Cl)cc1Cl)ncnc23)[C@H](O)[C@@H]4O,606691,CHEMBL610680
460,CCCn4c(=O)[nH]c3[nH]c(c2ccc(S(=O)(=O)NCc1ccccc1)cc2)nc3c4=O,352681,CHEMBL209230
461,CN4CCN(CC(=O)Nc3cc(c1nccs1)nc(n2nc(C)cc2C)n3)CC4,441304,CHEMBL270761
462,COC[C@@H]1CCCN1c3cc(NC(C)=O)nc(c2cccs2)n3,496795,CHEMBL456068
463,CCN(C(C)=O)c3ccc(OC)c4nc(NC(=O)c2ccc(CN1CCCC1=O)cc2)sc34,647415,CHEMBL1172276
464,Nc5nc(NCCC23CC1CC(CC(C1)C2)C3)nc6n(C4O[C@H](CO)[C@@H](O)[C@H]4O)cnc56,139276,CHEMBL87844
465,O=C(Nc4nc(c1ccccc1)c(C#N)c(c3ccc2OCOc2c3)n4)C5CCCC5,432129,CHEMBL259319
466,Clc6ccc(OCC(=O)Nc4nc2nn(CCCc1ccccc1)cc2c5nc(c3ccco3)nn45)cc6,569720,CHEMBL576153
467,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#CCN1CCOCC1)nc23)[C@H](O)[C@@H]4O,605422,CHEMBL604440
468,COC[C@H]6O[C@@H](n4cnc5c(NCC(c1ccccc1)c2ccccc2)nc(CCNC3CCCCC3)nc45)[C@H](O)[C@@H]6O,435735,CHEMBL257429
469,Nc4nc(c1ccco1)c3cnn(Cc2cccnc2)c3n4,427382,CHEMBL259416
470,CCCn3c(=O)n(CCC)c2c(O)c(c1ccc(S(C)(=O)=O)cc1)[nH]c2c3=O,513653,CHEMBL507754
471,Cc4nc(c2sc(NC(=O)C1CC1)nc2c3ccccc3)no4,688738,CHEMBL1222303
472,CCCn2c(=O)n(CCC)c1[nH]c(CCCNC(=O)CBr)nc1c2=O,148783,CHEMBL92906
473,Nc3nc(C(=O)NCCCc1ccccc1)cn4nc(c2ccco2)nc34,327196,CHEMBL363647
474,CCCn5c(=O)n(CCC)c4cc(c3ccc(COC(=O)N2CCN(c1cccc(Cl)c1)CC2)cc3)[nH]c4c5=O,479620,CHEMBL452454
475,Clc5ccc4nc(NC(=O)CCc1ccccc1)n3nc(c2ccco2)nc3c4c5,157858,CHEMBL100382
476,Nc5nc(c1ccccc1)c4c(=O)c3ccc(C(=O)NCCN2CCOCC2)cc3c4n5,629583,CHEMBL1088393
477,CCNC(=O)[C@H]4OC(n2cnc3c(N)nc(C#Cc1nccs1)nc23)[C@H](O)[C@@H]4O,605440,CHEMBL605265
478,CCCn4c(=O)n(CCC)c3cc(c2ccc(COC(=O)Nc1ccccc1)cc2)[nH]c3c4=O,479497,CHEMBL466021
479,Nc4nc(N2CCN(c1c(F)cc(F)cc1F)CC2)nc5nc(c3ccco3)nn45,309346,CHEMBL360619
480,Cc4ccc(\C=N\Nc3nc(N)c2ncn(C1O[C@H](CO)[C@@H](O)[C@H]1O)c2n3)cc4,606942,CHEMBL611571
481,Cc3sc2nc(c1ccccc1)n(CC#C)c(=O)c2c3C,629987,CHEMBL1088398
